aircraft_type,component_type,aircraft_age_cycles,flight_duration_hr,cabin_temperature,humidity,passenger_load,cycles_since_install,wear_index,malfunction_count,malfunction_severity,environmental_stress,weibull_hazard_proxy,failure_next_n_flights,remaining_flights_estimate,urgency_class
B737-800,lavatory_sensor,14965,2.17,25.94,18.1,146,1754,39.64,1,1.79,0.98,0.2392,0,34,OK
A320neo,cabin_light_driver,19263,2.82,27.14,43.16,106,2460,43.26,3,3.76,2.61,0.3533,1,23,PLAN
A321,lavatory_sensor,17557,3.58,26.16,48.0,105,2023,29.78,1,3.2,4.43,0.3115,0,29,PLAN
A320neo,cabin_light_driver,17077,3.41,20.3,34.14,124,2378,28.46,2,4.33,1.25,0.2575,1,21,PLAN
A320neo,cabin_light_driver,15158,3.51,25.54,26.37,120,1460,59.44,0,0.07,1.77,0.1602,0,48,OK
A320neo,cabin_light_driver,24109,5.02,24.86,56.83,99,544,47.66,1,4.87,1.89,0.0222,1,42,OK
B737-800,ife_display,26909,2.18,20.16,30.64,206,1095,28.92,2,4.88,0.86,0.0728,0,31,PLAN
B737-800,lavatory_sensor,28289,4.66,21.14,50.75,117,1498,62.23,2,3.25,3.23,0.2436,1,37,PLAN
A321,cabin_light_driver,15297,3.47,25.72,21.36,106,1336,69.15,1,2.1,0.0,0.1393,0,44,OK
A321,galley_chiller,12413,3.16,28.51,42.58,157,1762,46.04,0,2.56,3.34,0.3847,0,37,PLAN
B737-800,seat_power_unit,5135,2.28,16.0,42.26,186,1990,66.06,2,1.92,2.05,0.3026,1,32,PLAN
B737-800,cabin_light_driver,15284,2.3,29.56,47.61,137,1077,29.97,3,4.24,5.39,0.0772,0,35,PLAN
E195-E2,lavatory_sensor,30780,2.69,27.66,54.42,166,1603,58.39,1,3.43,4.73,0.2953,0,28,PLAN
A321,ife_display,10139,4.41,23.8,29.05,83,1200,50.91,1,5.4,2.33,0.1258,0,32,PLAN
B737-800,lavatory_sensor,26628,3.09,22.04,43.73,147,2425,33.75,2,5.15,2.53,0.4017,1,15,SOON
A321,seat_power_unit,24136,1.61,24.56,22.97,79,1983,84.96,2,6.54,1.41,0.3407,1,15,SOON
A321,ife_display,21413,4.4,20.44,22.84,89,2609,52.19,0,3.4,0.0,0.549,0,20,PLAN
E195-E2,galley_chiller,18740,3.95,22.29,31.64,155,1804,37.37,2,3.26,0.09,0.3148,0,24,PLAN
A321,galley_chiller,24128,5.27,17.1,42.5,99,4084,48.35,1,7.48,3.21,0.9924,1,0,CRITICAL
A321,cabin_light_driver,5575,3.34,16.03,56.45,75,2018,32.35,1,3.18,2.22,0.2224,0,31,OK
A320neo,ife_display,6414,3.91,32.33,58.45,95,2545,27.18,1,0.97,5.36,0.5459,0,36,PLAN
A321,seat_power_unit,8319,3.1,23.25,34.1,182,1846,39.91,4,5.8,0.0,0.1863,0,24,PLAN
A321,galley_chiller,24398,4.03,23.81,41.36,155,3027,41.13,1,1.49,2.58,0.8478,1,13,SOON
B737-800,galley_chiller,14984,2.91,22.88,48.37,125,2317,33.52,2,4.75,1.08,0.5363,0,8,SOON
A321,cabin_light_driver,8658,1.53,19.69,46.42,211,456,70.52,3,3.99,1.22,0.0181,0,43,OK
A320neo,galley_chiller,4065,5.44,21.77,36.14,125,3006,34.22,2,5.84,2.26,0.8095,1,0,CRITICAL
E195-E2,galley_chiller,16589,4.21,23.36,38.84,197,3132,31.22,1,6.07,0.0,0.8013,0,3,CRITICAL
A320neo,galley_chiller,14042,3.7,22.21,36.79,120,1685,26.66,2,4.32,2.54,0.256,1,34,PLAN
E195-E2,seat_power_unit,7819,3.11,19.99,35.71,73,2115,24.92,1,3.04,0.5,0.2063,1,36,OK
A320neo,lavatory_sensor,3456,4.17,24.92,34.24,85,104,66.49,3,6.21,1.36,0.0018,0,33,PLAN
B737-800,ife_display,24056,1.48,23.75,36.68,109,3560,52.65,1,2.37,0.61,0.8235,1,7,SOON
A321,ife_display,24777,2.4,24.57,33.54,97,3205,60.43,0,3.32,0.12,0.7653,1,8,SOON
B737-800,galley_chiller,9735,1.47,25.82,25.51,92,3982,66.33,1,5.32,0.56,0.994,1,0,CRITICAL
A320neo,lavatory_sensor,16722,1.48,22.32,47.49,125,2481,42.0,1,2.33,1.29,0.4406,0,28,PLAN
E195-E2,seat_power_unit,9940,1.0,22.32,43.68,211,990,74.5,0,2.66,0.67,0.0712,0,47,OK
A321,cabin_light_driver,14330,4.38,28.93,58.64,99,1231,36.72,2,4.48,5.99,0.1156,0,34,PLAN
B737-800,ife_display,5880,1.95,19.22,42.06,104,3811,28.28,4,7.8,0.8,0.7746,1,0,CRITICAL
A321,galley_chiller,29484,4.73,16.0,33.41,214,234,54.73,3,3.27,0.0,0.0015,1,43,PLAN
A320neo,ife_display,23121,5.06,25.22,31.11,99,2773,50.6,3,4.58,0.0,0.6035,1,9,SOON
A321,cabin_light_driver,28210,1.68,20.48,38.52,190,334,50.57,0,5.64,1.83,0.0081,0,31,PLAN
A320neo,seat_power_unit,11142,4.16,18.69,44.08,160,3046,66.28,0,4.95,0.24,0.5893,1,15,SOON
A320neo,ife_display,27415,3.02,26.54,35.31,204,2408,49.91,2,3.8,2.0,0.5165,1,17,SOON
B737-800,ife_display,17415,5.13,22.42,21.83,150,1968,53.63,6,6.37,2.09,0.3625,1,11,SOON
A321,cabin_light_driver,8387,3.13,17.95,29.87,156,2889,72.47,0,4.03,1.02,0.5201,1,14,SOON
A320neo,ife_display,12169,2.64,30.74,38.2,102,1493,52.8,3,5.71,4.2,0.2406,0,29,PLAN
A320neo,lavatory_sensor,25684,2.25,16.56,46.14,153,2376,56.9,3,7.33,1.47,0.4686,0,11,SOON
A320neo,lavatory_sensor,24646,5.06,22.65,21.66,167,3292,22.48,4,7.44,0.3,0.5246,1,0,CRITICAL
A320neo,cabin_light_driver,23110,1.94,16.0,40.92,213,1911,97.0,1,1.26,1.4,0.3301,0,36,PLAN
B737-800,galley_chiller,9186,4.71,24.08,40.43,84,148,19.36,2,2.03,1.87,0.0003,0,53,OK
A320neo,lavatory_sensor,21066,1.79,20.44,33.03,92,4075,38.29,3,3.87,2.56,0.8041,1,0,CRITICAL
E195-E2,galley_chiller,29331,3.86,26.28,31.54,72,2244,37.75,0,0.47,1.43,0.5373,1,25,PLAN
A320neo,cabin_light_driver,4174,2.97,22.93,29.9,184,1796,85.94,3,7.21,0.15,0.2645,1,12,SOON
A320neo,cabin_light_driver,11861,1.38,28.4,39.55,81,358,37.19,2,1.61,3.07,0.0088,1,50,OK
E195-E2,galley_chiller,5065,1.48,21.28,50.4,202,425,55.95,1,3.81,3.09,0.0096,0,52,OK
A320neo,ife_display,5728,2.19,16.58,51.18,122,1088,37.87,2,2.73,1.97,0.0878,1,36,OK
A321,cabin_light_driver,30937,4.43,23.95,25.64,111,3790,29.28,1,0.89,0.82,0.5284,1,30,PLAN
E195-E2,seat_power_unit,9576,4.25,21.99,35.94,211,2989,58.27,1,5.88,1.72,0.5669,1,18,SOON
E195-E2,lavatory_sensor,7858,1.84,16.0,13.87,174,1729,35.06,1,2.71,1.73,0.2203,0,34,PLAN
B737-800,cabin_light_driver,4885,3.09,18.78,39.2,149,3109,51.74,1,7.18,2.31,0.5158,0,13,SOON
A320neo,cabin_light_driver,30464,1.35,20.05,44.57,198,1643,59.28,1,6.28,1.05,0.1884,1,24,PLAN
B737-800,seat_power_unit,16018,4.19,29.22,55.28,179,3651,82.32,4,5.39,2.51,0.8593,1,0,CRITICAL
E195-E2,lavatory_sensor,25116,4.55,25.83,18.35,162,1381,25.28,2,0.53,0.9,0.1247,1,41,OK
E195-E2,lavatory_sensor,9857,5.01,21.61,26.03,116,2950,45.25,0,2.59,0.0,0.5558,0,16,PLAN
A320neo,seat_power_unit,20873,4.97,24.88,39.59,212,1823,45.99,1,7.86,1.4,0.2082,1,20,PLAN
A321,lavatory_sensor,27786,2.45,16.0,20.2,174,2785,48.02,1,4.52,0.0,0.5247,1,13,SOON
A320neo,lavatory_sensor,21725,2.07,20.74,39.89,207,813,94.24,1,3.45,1.07,0.0872,0,33,OK
A320neo,cabin_light_driver,17383,5.02,24.6,44.85,210,3878,44.88,1,2.65,1.61,0.6395,1,16,SOON
B737-800,seat_power_unit,8737,1.57,23.66,23.91,149,1216,5.0,3,6.45,0.36,0.0422,0,32,PLAN
A320neo,cabin_light_driver,9380,1.17,20.84,39.46,121,2231,44.43,1,4.42,0.89,0.2756,0,30,PLAN
A320neo,ife_display,19631,2.35,22.85,24.67,207,2836,45.87,0,3.71,0.0,0.5945,1,14,SOON
A320neo,galley_chiller,15525,4.4,24.35,53.13,214,2701,43.66,2,6.94,3.02,0.7786,0,1,CRITICAL
A321,galley_chiller,4109,4.09,22.96,40.27,87,2300,35.06,4,7.95,1.55,0.537,1,10,SOON
A320neo,lavatory_sensor,8327,5.44,26.44,30.96,162,3566,24.22,3,5.64,1.84,0.6348,1,5,CRITICAL
A321,cabin_light_driver,14982,2.55,24.27,24.38,157,3977,86.87,1,0.89,0.55,0.7882,0,13,SOON
A320neo,galley_chiller,7840,2.17,25.04,42.28,178,3145,53.73,3,3.68,1.27,0.9048,1,2,CRITICAL
E195-E2,cabin_light_driver,18421,2.64,29.85,52.94,211,805,44.54,3,3.74,5.86,0.0556,0,28,PLAN
A320neo,lavatory_sensor,11278,4.5,26.31,29.51,106,3170,86.3,1,3.68,3.52,0.8187,1,3,CRITICAL
A321,seat_power_unit,11020,1.89,29.96,33.16,211,2093,32.36,2,7.0,4.4,0.2763,0,18,PLAN
A320neo,ife_display,5854,5.26,20.31,29.73,163,2228,58.84,3,8.54,0.0,0.4437,1,4,CRITICAL
A320neo,cabin_light_driver,16991,3.26,16.63,55.11,81,3863,25.52,4,6.11,1.95,0.5572,1,7,SOON
A320neo,seat_power_unit,8119,4.5,22.44,17.0,144,2192,61.51,2,5.29,0.64,0.333,1,19,SOON
A320neo,seat_power_unit,20577,4.71,22.1,52.14,89,3497,27.58,0,0.48,1.67,0.5675,1,23,PLAN
A320neo,seat_power_unit,29252,3.1,28.84,33.85,208,2680,56.47,3,4.09,2.28,0.5059,1,20,SOON
A321,ife_display,28525,4.31,18.48,37.21,180,412,83.16,1,2.75,0.11,0.0128,0,49,OK
B737-800,seat_power_unit,21603,2.58,22.68,34.25,201,2890,49.68,0,2.05,0.82,0.4919,1,25,PLAN
A320neo,cabin_light_driver,25570,4.63,24.62,40.64,157,2059,8.53,2,5.34,1.07,0.1428,1,27,PLAN
A321,seat_power_unit,28775,4.69,23.4,29.97,127,2266,48.64,0,2.39,0.0,0.3083,0,31,OK
B737-800,seat_power_unit,22025,3.5,22.31,49.64,132,1282,56.65,1,0.34,3.21,0.1199,0,44,OK
A320neo,galley_chiller,10043,1.9,24.43,50.09,207,809,64.22,2,6.42,2.74,0.0614,0,25,PLAN
A321,lavatory_sensor,16923,5.36,27.32,27.18,91,3065,74.52,1,5.92,0.71,0.7295,1,0,CRITICAL
A320neo,cabin_light_driver,26967,5.26,29.14,45.34,198,1063,75.44,0,3.72,4.58,0.1193,0,36,OK
A320neo,galley_chiller,21637,3.75,23.13,34.08,131,436,45.64,4,5.7,1.25,0.0083,1,41,PLAN
A321,ife_display,13016,5.43,19.74,38.57,155,2052,36.13,4,3.78,2.48,0.3339,0,19,PLAN
E195-E2,lavatory_sensor,7549,3.21,29.14,54.78,166,2935,27.87,6,4.99,5.08,0.5808,1,4,CRITICAL
E195-E2,lavatory_sensor,6866,2.63,18.69,30.59,81,884,38.28,2,6.23,0.21,0.0578,1,34,PLAN
E195-E2,seat_power_unit,13432,3.02,30.16,48.19,91,1521,56.58,2,2.95,4.96,0.196,0,35,OK
A321,cabin_light_driver,25492,1.11,28.38,43.03,93,1770,23.72,2,7.92,4.0,0.1664,1,22,PLAN
A320neo,cabin_light_driver,18383,3.43,28.96,35.87,182,3791,31.32,1,5.46,4.04,0.6137,1,9,SOON
A320neo,lavatory_sensor,4482,3.96,25.74,42.04,81,654,58.12,3,5.46,3.21,0.0457,0,34,OK
A320neo,ife_display,28699,1.4,16.0,40.73,158,3769,36.36,2,9.19,3.45,0.8385,1,0,CRITICAL
A320neo,galley_chiller,14216,2.08,18.84,25.26,85,650,54.66,2,7.2,1.41,0.028,1,32,PLAN
A320neo,cabin_light_driver,13814,4.22,24.23,31.33,181,2395,33.34,2,3.53,0.33,0.2692,1,23,PLAN
A321,cabin_light_driver,25904,4.55,20.3,26.5,211,3466,53.18,1,1.91,0.79,0.5766,1,13,SOON
A320neo,ife_display,13430,5.43,21.74,34.96,130,3713,34.11,3,4.09,0.25,0.7749,0,0,CRITICAL
A320neo,lavatory_sensor,20204,2.06,25.45,52.8,100,2250,13.76,1,3.57,4.01,0.2964,1,22,PLAN
B737-800,galley_chiller,28777,4.77,22.32,44.39,134,2051,65.21,0,2.43,1.06,0.5419,0,15,SOON
A321,lavatory_sensor,17409,1.69,18.12,22.24,170,3212,35.47,1,1.73,2.36,0.6107,0,23,PLAN
E195-E2,seat_power_unit,20117,1.5,26.54,34.99,175,3734,43.52,0,3.62,1.88,0.7089,0,10,SOON
A320neo,cabin_light_driver,12772,4.25,25.06,40.57,162,106,35.56,3,6.45,1.92,0.0018,0,30,OK
A321,ife_display,27916,2.95,22.0,46.18,154,1118,57.8,2,7.64,1.53,0.1124,0,19,PLAN
A320neo,ife_display,4916,4.55,25.85,30.84,161,1213,54.0,2,4.44,0.96,0.1299,0,36,OK
A321,seat_power_unit,10593,2.2,23.38,24.39,101,3426,57.76,1,4.83,0.02,0.6527,0,11,SOON
A320neo,ife_display,30745,1.88,28.33,37.38,99,131,38.11,0,0.0,3.17,0.0006,0,55,OK
A320neo,seat_power_unit,16452,3.42,23.6,44.26,204,566,47.1,2,5.85,1.83,0.016,0,37,PLAN
B737-800,cabin_light_driver,7728,1.43,28.3,40.58,154,73,55.51,3,3.03,2.78,0.0025,0,50,OK
A320neo,lavatory_sensor,14467,2.18,16.0,28.27,194,3909,75.81,5,6.5,1.03,0.8791,1,0,CRITICAL
A320neo,ife_display,9999,1.66,24.84,57.3,160,189,53.52,1,3.67,2.51,0.0018,0,43,OK
E195-E2,cabin_light_driver,17613,2.37,21.41,36.91,136,1132,29.94,1,3.31,1.32,0.0669,0,35,PLAN
A320neo,cabin_light_driver,9452,4.42,19.56,40.13,152,2166,52.82,1,1.08,3.13,0.3081,0,30,OK
B737-800,seat_power_unit,14061,1.46,27.63,30.72,170,1468,45.03,0,1.84,1.74,0.1382,0,44,OK
A321,seat_power_unit,28403,3.71,26.56,50.17,96,426,12.02,4,3.68,2.89,0.0054,0,35,OK
A320neo,galley_chiller,5122,3.59,16.0,44.29,137,1728,14.79,4,4.93,0.78,0.2122,1,30,PLAN
A321,seat_power_unit,24336,3.38,25.86,41.46,174,3285,46.8,2,6.43,2.02,0.6141,1,0,CRITICAL
A320neo,ife_display,5004,3.13,25.38,25.33,82,1226,48.32,1,3.12,1.4,0.1264,1,43,OK
B737-800,ife_display,15696,3.95,20.11,50.03,80,2145,42.69,3,3.64,1.73,0.3884,0,18,PLAN
A320neo,ife_display,21646,4.82,19.66,46.33,93,1957,63.92,3,6.02,0.93,0.3783,1,13,SOON
A320neo,seat_power_unit,29742,1.65,16.64,49.16,155,1051,31.17,0,3.79,2.47,0.0551,0,40,OK
A320neo,cabin_light_driver,9852,4.65,21.65,38.41,104,70,23.05,2,7.96,1.85,0.0014,0,35,PLAN
E195-E2,cabin_light_driver,4288,1.18,22.29,37.18,133,3448,33.14,0,5.02,1.9,0.4985,1,22,PLAN
B737-800,ife_display,23973,3.12,26.19,36.0,89,4074,37.02,2,0.72,0.96,0.8748,0,9,SOON
E195-E2,seat_power_unit,28001,3.25,24.08,63.07,106,2118,46.95,3,6.3,4.33,0.332,0,21,PLAN
B737-800,galley_chiller,18734,1.81,18.76,32.03,72,3414,33.64,1,5.59,0.56,0.8876,1,2,CRITICAL
B737-800,lavatory_sensor,4504,1.31,23.96,24.95,187,1477,9.45,1,6.74,0.0,0.1003,0,25,PLAN
A321,lavatory_sensor,16918,1.24,21.98,33.89,137,3870,5.0,0,2.84,2.05,0.5446,1,16,PLAN
E195-E2,galley_chiller,13829,1.07,19.26,32.14,95,2354,50.22,0,5.77,2.21,0.6415,1,12,SOON
A321,cabin_light_driver,15531,3.54,16.64,51.86,146,3292,27.68,1,3.11,2.04,0.4536,0,25,PLAN
A321,cabin_light_driver,4322,1.62,25.5,23.08,205,2777,11.9,1,4.27,0.21,0.2557,1,26,PLAN
B737-800,ife_display,11749,4.62,24.79,31.83,189,3791,59.25,0,1.3,1.68,0.8996,1,10,SOON
A321,galley_chiller,30970,5.04,25.23,40.1,198,2317,75.81,4,3.53,0.79,0.7065,1,5,CRITICAL
A320neo,ife_display,4091,2.25,20.09,51.95,128,3482,46.3,2,5.87,4.63,0.8437,1,0,CRITICAL
A321,seat_power_unit,28585,1.66,23.68,45.84,122,3828,52.83,3,4.86,0.99,0.7425,1,3,CRITICAL
A320neo,ife_display,17394,2.78,17.5,55.81,115,3130,52.98,2,1.99,2.91,0.774,1,16,SOON
B737-800,seat_power_unit,19291,4.96,19.05,41.8,114,1490,6.36,0,4.67,1.51,0.072,0,33,PLAN
A321,seat_power_unit,29125,2.74,23.13,35.76,203,427,64.0,1,0.0,0.42,0.0095,1,48,OK
B737-800,ife_display,8943,1.4,24.05,47.41,89,1716,70.32,0,1.74,1.2,0.3134,0,45,OK
A321,ife_display,30560,5.43,16.48,22.96,193,2857,81.06,1,0.76,1.41,0.7533,1,18,SOON
B737-800,cabin_light_driver,10605,3.2,18.77,19.19,202,3529,40.12,3,7.01,0.48,0.5274,0,7,CRITICAL
A320neo,ife_display,12644,2.47,21.54,48.74,192,3166,27.57,1,2.97,1.49,0.6295,0,8,SOON
E195-E2,cabin_light_driver,15477,5.01,26.83,40.32,160,2635,72.45,1,3.89,2.1,0.4877,1,19,SOON
A321,cabin_light_driver,19763,5.17,19.75,48.6,194,2226,56.98,3,5.4,1.37,0.3208,0,17,PLAN
A320neo,galley_chiller,11902,3.19,23.56,28.62,74,3963,63.74,4,7.46,1.57,0.9931,1,0,CRITICAL
A320neo,cabin_light_driver,25165,2.31,23.98,52.13,188,1045,36.35,4,6.65,3.17,0.0699,1,26,PLAN
A320neo,ife_display,3401,3.12,22.0,45.37,144,3260,52.89,3,6.29,2.37,0.781,1,0,CRITICAL
A321,ife_display,21598,1.91,24.07,37.66,208,2287,29.04,0,2.72,1.63,0.3682,1,26,PLAN
B737-800,seat_power_unit,21306,3.1,17.62,40.28,82,2132,47.91,1,5.29,2.12,0.2937,0,18,PLAN
E195-E2,galley_chiller,17874,1.96,20.38,41.82,204,1672,41.74,0,2.62,0.17,0.2775,0,28,PLAN
B737-800,ife_display,20098,3.76,28.74,28.58,153,2624,90.18,2,3.58,2.77,0.7534,1,7,SOON
A321,galley_chiller,23884,4.4,29.02,33.76,85,4099,57.88,1,1.58,3.94,0.9977,1,0,CRITICAL
A321,ife_display,28301,5.36,26.37,41.64,143,1700,9.26,3,7.87,2.73,0.156,1,19,PLAN
B737-800,seat_power_unit,8958,4.78,27.4,33.32,75,516,47.97,3,3.06,2.4,0.0141,1,46,OK
B737-800,galley_chiller,16247,1.3,16.0,21.84,82,575,54.63,6,9.64,0.0,0.0188,0,24,PLAN
A320neo,lavatory_sensor,18653,1.87,19.21,41.24,147,774,39.47,6,7.47,1.1,0.0465,0,31,PLAN
E195-E2,lavatory_sensor,12520,3.35,21.76,47.2,188,1704,28.15,2,4.66,1.54,0.1965,0,23,PLAN
A321,cabin_light_driver,30262,2.08,32.66,49.75,85,76,59.89,1,4.41,5.59,0.0031,0,35,OK
B737-800,cabin_light_driver,17224,0.97,21.75,43.86,108,1197,30.7,2,2.38,1.35,0.0754,0,41,OK
E195-E2,cabin_light_driver,19512,4.37,25.98,47.0,126,2868,58.36,1,6.64,1.09,0.483,0,12,SOON
B737-800,seat_power_unit,8290,2.55,24.51,48.86,148,2799,29.17,0,2.55,3.03,0.4163,0,25,PLAN
A320neo,lavatory_sensor,14525,1.2,24.42,38.88,70,2762,38.39,1,5.57,2.09,0.5095,0,18,SOON
B737-800,galley_chiller,20440,3.24,22.91,14.69,162,2763,65.21,5,5.57,0.17,0.8226,1,0,CRITICAL
A320neo,galley_chiller,14879,5.4,18.2,50.76,142,366,56.81,1,1.77,1.41,0.006,1,52,OK
B737-800,galley_chiller,24514,4.02,16.0,28.17,209,3846,48.57,4,9.57,0.3,0.9744,1,0,CRITICAL
A320neo,ife_display,6655,1.63,28.13,25.56,113,1262,47.46,1,2.66,2.57,0.1452,0,40,OK
B737-800,seat_power_unit,7127,3.27,20.53,25.86,141,381,49.63,4,6.23,0.61,0.0063,0,29,PLAN
E195-E2,ife_display,12359,5.05,16.0,65.33,81,3339,33.75,0,0.0,2.59,0.7555,1,12,SOON
A320neo,seat_power_unit,11778,1.15,24.75,42.85,203,1948,20.7,2,4.17,3.17,0.1822,0,24,PLAN
A321,ife_display,25795,3.83,24.68,26.54,190,1459,58.25,2,5.39,0.12,0.1932,0,28,PLAN
B737-800,lavatory_sensor,27271,4.22,26.07,30.48,121,1670,75.54,0,3.46,0.0,0.2956,0,34,PLAN
A321,seat_power_unit,16109,4.14,27.46,37.99,136,2415,58.88,3,4.67,2.76,0.4333,1,17,PLAN
A320neo,seat_power_unit,17055,1.59,19.32,43.97,194,2190,52.58,0,2.82,1.91,0.3212,1,33,PLAN
A320neo,cabin_light_driver,11101,5.07,19.5,41.07,112,115,26.25,2,5.87,1.66,0.0015,0,28,OK
A321,lavatory_sensor,17797,2.38,21.73,27.79,104,543,63.79,0,0.87,1.08,0.0295,0,46,OK
B737-800,galley_chiller,22722,1.14,26.29,41.49,105,3887,56.67,3,5.02,1.98,0.9901,1,0,CRITICAL
B737-800,cabin_light_driver,23171,1.28,16.0,31.28,172,2045,61.68,3,7.43,1.88,0.2906,1,19,SOON
A320neo,galley_chiller,30124,3.0,23.51,49.52,100,4053,66.61,5,3.88,0.94,0.9957,1,0,CRITICAL
A321,cabin_light_driver,19096,1.08,26.73,38.62,82,2714,76.55,2,4.11,2.43,0.5252,0,18,PLAN
A321,seat_power_unit,12396,4.49,26.56,29.65,93,3039,27.94,2,2.31,1.23,0.4519,1,25,PLAN
A320neo,lavatory_sensor,4762,4.88,25.83,45.58,212,1327,24.8,3,5.39,3.49,0.1264,1,32,PLAN
B737-800,seat_power_unit,22199,0.96,27.25,42.22,196,3444,50.67,1,3.81,2.17,0.6811,1,16,SOON
A320neo,seat_power_unit,25471,4.63,16.0,32.78,208,2687,31.39,1,2.05,1.12,0.3658,0,30,PLAN
A321,ife_display,18377,5.41,29.45,46.03,110,3097,28.28,1,3.79,4.03,0.675,1,11,SOON
E195-E2,seat_power_unit,28823,1.04,24.32,44.92,134,1133,69.96,1,3.87,2.16,0.0983,0,41,OK
A321,ife_display,11736,4.23,28.34,51.22,141,2430,29.84,5,4.85,3.23,0.4679,1,9,SOON
B737-800,galley_chiller,4302,5.5,18.3,45.81,145,1551,47.8,3,4.7,2.25,0.2679,0,31,PLAN
A320neo,seat_power_unit,20654,4.57,16.0,35.65,73,3731,18.63,2,3.13,1.27,0.5459,0,19,PLAN
A320neo,cabin_light_driver,6219,3.22,30.15,19.4,156,3725,49.13,0,0.0,2.75,0.6767,1,20,PLAN
A320neo,cabin_light_driver,5172,4.97,19.29,40.05,75,1486,69.29,4,7.07,2.95,0.1847,0,27,PLAN
B737-800,cabin_light_driver,22595,4.16,21.76,41.76,109,161,69.84,1,5.9,1.76,0.0026,0,38,OK
B737-800,seat_power_unit,15050,2.25,25.11,38.56,112,1067,66.81,2,1.15,0.95,0.0808,0,45,OK
A320neo,galley_chiller,19846,1.93,26.09,12.0,167,1162,46.59,1,6.52,2.21,0.1313,1,25,PLAN
A320neo,galley_chiller,23885,3.26,27.31,45.47,199,138,68.01,2,5.62,4.01,0.0005,0,36,OK
A320neo,galley_chiller,13586,2.62,23.89,27.97,171,3840,55.74,1,2.37,1.32,0.9841,0,0,CRITICAL
B737-800,ife_display,20032,2.42,18.78,45.54,133,1942,40.1,2,3.92,1.74,0.3062,1,31,PLAN
B737-800,ife_display,18006,1.72,25.83,56.71,146,654,54.87,1,2.48,3.99,0.0373,0,50,OK
B737-800,ife_display,19156,4.79,25.89,35.22,144,2522,63.94,1,5.41,0.06,0.5781,1,8,SOON
E195-E2,galley_chiller,22634,4.14,16.0,42.82,91,1665,24.1,2,3.25,3.11,0.2446,0,22,PLAN
A320neo,cabin_light_driver,13526,2.42,28.67,38.36,208,765,28.91,4,9.22,3.96,0.0364,1,19,PLAN
B737-800,cabin_light_driver,17026,1.99,16.0,43.78,203,1894,45.41,0,5.29,1.63,0.2155,0,30,PLAN
B737-800,galley_chiller,19470,1.49,27.14,39.14,104,2478,26.01,2,2.7,3.42,0.6078,1,13,SOON
A320neo,galley_chiller,6753,1.42,20.46,32.31,86,2696,25.75,1,7.3,1.58,0.648,0,8,SOON
E195-E2,ife_display,8766,3.78,25.82,28.05,93,969,40.43,0,4.51,0.5,0.0653,0,42,OK
A320neo,galley_chiller,5322,1.4,25.04,55.5,161,2531,65.86,2,4.63,3.11,0.8081,1,7,CRITICAL
B737-800,cabin_light_driver,8384,5.32,22.85,42.82,74,3262,65.52,3,6.07,2.06,0.5994,1,9,SOON
B737-800,ife_display,15175,2.18,24.8,47.14,84,2592,53.78,3,6.51,2.19,0.5928,1,3,CRITICAL
E195-E2,seat_power_unit,29240,1.02,22.65,42.39,164,3904,51.25,1,2.39,1.5,0.7576,1,5,CRITICAL
A321,seat_power_unit,28825,4.83,25.86,48.73,91,3859,85.57,0,4.7,3.61,0.889,1,2,CRITICAL
A320neo,seat_power_unit,24312,2.59,31.74,28.14,79,2060,38.29,7,6.27,3.77,0.2881,1,19,SOON
B737-800,galley_chiller,18529,2.48,17.64,38.91,72,1646,52.34,3,6.92,3.15,0.3303,1,19,SOON
B737-800,galley_chiller,8511,1.45,16.0,43.56,172,1907,37.4,1,4.1,1.18,0.3709,0,15,PLAN
A321,cabin_light_driver,12901,3.94,21.34,52.22,122,2038,24.83,1,1.94,2.72,0.2035,0,39,OK
B737-800,cabin_light_driver,24409,2.55,21.06,67.4,111,760,69.33,2,5.43,2.53,0.0572,1,28,PLAN
A320neo,seat_power_unit,28425,4.69,21.49,42.48,162,3954,42.51,2,3.62,2.31,0.7426,0,12,SOON
B737-800,cabin_light_driver,29942,3.8,19.29,30.73,94,2355,60.51,1,4.03,0.0,0.3395,0,20,PLAN
E195-E2,ife_display,13759,4.95,26.49,24.85,145,577,43.57,1,4.49,1.7,0.0213,0,38,PLAN
A320neo,galley_chiller,16522,3.76,17.47,28.05,140,3708,70.44,2,7.54,1.8,0.9883,1,0,CRITICAL
A321,ife_display,17157,4.48,24.8,29.48,167,3890,30.05,1,2.97,1.18,0.8094,1,1,CRITICAL
E195-E2,ife_display,4386,4.1,25.55,12.0,160,2327,68.95,2,2.77,0.0,0.5233,0,22,SOON
B737-800,seat_power_unit,6085,3.03,24.27,30.57,167,3891,64.1,0,6.16,1.85,0.8072,1,0,CRITICAL
E195-E2,cabin_light_driver,4075,4.07,24.95,45.88,100,3981,15.7,3,4.86,2.6,0.5135,1,15,SOON
A321,seat_power_unit,23594,3.95,26.8,38.83,90,3912,38.7,2,3.32,2.41,0.7336,1,11,SOON
E195-E2,seat_power_unit,9126,0.93,23.21,35.16,147,3954,66.37,2,4.95,0.34,0.8041,1,2,CRITICAL
A320neo,galley_chiller,22548,4.11,21.61,20.16,78,330,77.47,1,3.73,0.0,0.005,0,40,OK
A321,seat_power_unit,13382,2.11,24.95,49.55,135,185,60.88,3,4.37,4.55,0.0017,0,45,OK
